name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Final E1000C,,Earbud,,false,false,Closed,Black
Final E2000C,38.53,Earbud,,false,false,Closed,Silver / Black
Final E2000C,38.78,Earbud,,false,false,Closed,Black
Final E2000,36.03,Earbud,,false,false,Closed,Silver / Black
Final E2000,20.39,Earbud,,false,false,Closed,Black
Final F3100,,Earbud,,false,false,Closed,Black
Final F4100,,Earbud,,false,false,Closed,Black
Final F7200,,Earbud,,false,false,Closed,Silver / Black
Final FI-BA-SS,,Earbud,,false,false,Closed,Silver / Black
Final FI-BA-SST,,Earbud,,false,false,Closed,Silver / White
Final Heaven II,,Earbud,,false,false,Closed,Silver / Black
Final Heaven II,,Earbud,,false,false,Closed,Silver / Blue
Final Heaven IV,,Earbud,,false,false,Closed,Silver / Black
Final Heaven IV,,Earbud,,false,false,Closed,Silver / White
Final Heaven IV,,Earbud,,false,false,Closed,Silver / Purple
Final Heaven V aging,,Earbud,,false,false,Closed,Copper / Black
Final Heaven V,,Earbud,,false,false,Closed,Silver / Black
Final Heaven VI,,Earbud,,false,false,Closed,Gold / Black
Final Heaven VI,,Earbud,,false,false,Closed,Silver / Black
Final Heaven VII,,Earbud,,false,false,Closed,Black
Final Heaven VII,,Earbud,,false,false,Closed,Silver / Black
Final Heaven VIII,,Earbud,,false,false,Closed,Gold / Black
Final Piano Forte II,,Earbud,,false,false,Closed,Brown / Beige
Final Piano Forte II,,Earbud,,false,false,Closed,Blue / Black
Final Piano Forte VIII,,In Ear,,false,false,Closed,Gold
Final Piano Forte IX,,In Ear,,false,false,Closed,Silver
Final Piano Forte X,,In Ear,,false,false,Closed,Gold
Final Piano Forte X,,In Ear,,false,false,Closed,Silver
Final SONOROUS III,,Circumaural,,false,false,Closed,Black / Silver
Final SONOROUS IV,,Circumaural,,false,false,Closed,Black / Silver
Final SONOROUS VI,,Circumaural,,false,false,Closed,Black / Silver
Final SONOROUS VIII,,Circumaural,,false,false,Closed,Gold / Black
Final SONOROUS X,,Circumaural,,false,false,Closed,Gold / Silver
Skullcandy Hesh 3,,Circumaural,"20,20",true,true,Closed,Red
Skullcandy Hesh 3,,Circumaural,"20,20",true,true,Closed,Red
Skullcandy Hesh 3,,Circumaural,"20,20",true,true,Closed,Green
HiFiMAN HE400S,,Circumaural,"20,35",false,false,Open,Silver / Black
HiFiMAN Edition X V2,,Circumaural,"8,50",false,false,Open,Black / Silver
HiFiMAN HE6se,,Circumaural,"8,65",false,false,Open,Black
HiFiMAN RE600S V2 Songbird,74.9,In Ear,"15,22",false,false,Closed,Black
HiFiMAN RE300i,,Earbud,"20,20",false,false,Closed,White
HiFiMAN Jade II,,Circumaural,"7,90",false,false,Open,Black / Green
HiFiMAN RE2000 Silver,799,In Ear,"5,20",false,false,Closed,Black / Silver
HiFiMAN RE400a,,Earbud,"15,22",false,false,Closed,Silver / Black
HiFiMAN RE300a,,Earbud,"20,20",false,false,Closed,Black
HiFiMAN RE300a,,Earbud,"20,20",false,false,Closed,White
HiFiMAN RE800,99,Earbud,"5,20",false,false,Closed,Gold
HiFiMAN Edition S,,Circumaural,"15,22",true,false,Closed,White
HiFiMAN ES100,,Earbud,"15,20",false,false,Closed,Blue / Black
HiFiMAN RE400i,,Earbud,"15,22",false,false,Closed,Silver / Black
HiFiMAN SHANGRI-LA jr,,Circumaural,"7,120",false,false,Open,Silver / Black
Periodic Audio Carbon,,In Ear,"12,38",false,false,Closed,Black
Periodic Audio Beryllium,,In Ear,"12,45",false,false,Closed,Gold / Silver
Periodic Audio Magnesium,,In Ear,"20,30",false,false,Closed,Silver
Tempest GHS300 RGB,,Circumaural,"100,10",true,false,Closed,Black
Philips SHP9600MB/27,,Circumaural,"12,35",false,false,Open,Black / Gold
Corsair HS35,,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair HS35,,Circumaural,"20,20",true,false,Closed,Black / Green
Astro A03,,In Ear,"20,20",true,false,Closed,White / Purple
Koss GMR-545-AIR,,Circumaural,"15,22",true,false,Open,Black / Red
Koss GMR-545-AIR USB,74.99,Circumaural,"15,22",true,false,Open,Black / Red
Koss GMR-540-ISO,,Circumaural,"15,22",true,false,Closed,Black / Red
Anker H700,,Supra-aural,,true,true,Closed,Black
HP HyperX Cloud Stinger,,Circumaural,"18,23",true,false,Closed,Pink / Gray
TAKSTAR Sprint,,In Ear,"20,2",true,false,Closed,Black / Red
TAKSTAR Forge,,Circumaural,"20,20",true,false,Closed,Black / Red
TAKSTAR SHADE,,Circumaural,"10,20",true,false,Closed,Black / Red
TAKSTAR TS-2260,9.99,In Ear,"20,20",false,false,Closed,Black
TAKSTAR HF580,,Circumaural,"15,25",false,false,Open,Black / Silver
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,White / Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Red / Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Gray / Brown
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Black / Gray
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Brown / Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Camo / Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Gray / Green
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Gray / Cyan
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Blue / Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Beige / Blue
Koss Porta Pro Communication,,Supra-aural,"15,25",true,false,Open,Black / Silver
Koss Porta Pro Limited Edition,,Supra-aural,"15,25",true,false,Open,Gold / Black
Koss Porta Pro Limited Edition,,Supra-aural,"15,25",true,false,Open,Beige / Silver
DROP DROP Massdrop x Koss Porta Pro X,,Supra-aural,"15,25",true,false,Open,Black / Blue
Koss Porta Pro,,Supra-aural,"15,25",false,false,Open,Black / Silver
TAKSTAR FLIT,,Circumaural,"20,20",true,false,Closed,Black / Red
TAKSTAR TS-451M,35,Circumaural,"20,20",true,false,Closed,Black
TAKSTAR HD2000,,Circumaural,"10,25",false,false,Closed,Black
Razer Thresher Gears 5 Edition,,Circumaural,"12,28",true,true,Closed,Gray / Black
Samsung Buds2,149.99,In Ear,,true,true,Closed,Purple
Samsung Buds2 Pro,199.99,In Ear,,true,true,Closed,Purple
